id,area,layer,feature,source,user_story,expected_behavior,edge_cases,status,test_ref,notes
EVD-4,Evidence & Audit Trail,product,Changes + findings storage incl. severity_counts,"governance/store.py:GovernanceStore.add_finding / findings / severity_counts (findings table; idx_findings_org on org,repo,severity)","As a platform operator, I want every safety finding stored with its check, category, severity, location, grounding citation, and verified flag, and rolled up into per-severity counts so that I can surface an org's risk posture at a glance and drill into the individual evidence behind each number.","GovernanceStore.add_finding(change_id, org, repo, finding) inserts one row into the `findings` table, requiring finding['check_id'], finding['category'], and finding['severity'] (KeyError if absent) and optionally pulling file, line, snippet, framework, framework_url, clause via finding.get(...). The verified flag is normalized to 1/0 from finding.get('verified', True) (default True -> 1), ts is server-stamped via time.time(), the insert is committed, and the new finding id is returned. findings(org, repo=None) returns the stored rows as dicts ordered by ts DESC, id DESC (optionally repo-filtered). severity_counts(org) runs SELECT severity, COUNT(*) ... GROUP BY severity and returns a dict mapping each severity string to its count (e.g. {'CRITICAL': 2, 'HIGH': 5}); the composite index idx_findings_org on (org, repo, severity) backs both the filtered listing and the grouped roll-up. The framework/framework_url/clause columns carry the grounding citation so each counted finding is traceable to its compliance source.","An org with no findings: severity_counts returns {} (empty dict, not zero-filled per level), so callers must treat a missing severity key as zero. || A finding dict missing 'check_id'/'category'/'severity' raises KeyError at insert time (fail-fast), enforcing that every stored finding is fully classified; optional metadata fields silently default to NULL. || Severity strings are stored verbatim with no enum constraint, so case/spelling drift (e.g. 'High' vs 'HIGH') would produce separate buckets in severity_counts; the n_findings counter on the parent change is maintained separately via set_change_findings and is not auto-incremented by add_finding.",GREEN,tests/test_governance_store.py,"severity_counts tally/empty-org/org-scoping and the add_finding KeyError-on-missing-severity are proven directly at the store level (test_severity_counts_tallies_by_severity, test_severity_counts_empty_org_is_empty_dict, test_severity_counts_is_org_scoped, test_add_finding_requires_severity)."
RPT-1,Governance reporting,product,Org governance report (markdown),governance/report.py:org_report,"As an org security lead, I want a single markdown report rolling up what my people are building and what's risky, so that I can review agent and human activity and chain integrity in one human-readable artifact without parsing raw JSON.","org_report(store, chain, org) calls org_summary() then returns a single newline-joined ASCII markdown string. Structure (in order): an H1 title '# Agent-governance report - org: {org}'; a blockquote coverage-honesty line ('Absence of a finding is not proof of safety...'); a '## What your people are making' section reporting '{changes} change(s) across {len(repos)} repo(s): {comma-joined repos or (none)}', followed by per-agent indented bullets sorted by descending change count (key=lambda kv: -kv[1]); a '## Safety findings' section that prints '- none surfaced by the current checks' when findings is empty, otherwise emits per-severity count lines walking _SEVERITY_ORDER=(CRITICAL,HIGH,MEDIUM,LOW) skipping zero counts, then a '### Detail' subsection listing up to the first 50 findings as '- [{severity}] {check_id} | {file}:{line} | {framework} | `{snippet}`'; and a '## Audit-trail integrity' section that forks on chk['signed'] (report.py:68-83): signed -> '- [OK] tamper-evident chain intact, HMAC-signed ({entries} entries)' plus an explicit rollback-limit line (an external witness is needed to catch a rollback by a key-holding writer); keyless -> '- [OK] chain intact, SHA-256 linked ({entries} entries) - set DLE_CHAIN_KEY for tamper-evidence'; broken -> '- [BROKEN] chain broken at entry {broken_at}: {reason} - the record may have been altered'. When more than 50 findings exist, the Detail header announces the truncation via '(showing first 50 of N)' (report.py:61-62). Output is deliberately ASCII-only (no emoji/typographic punctuation) so it renders identically on any console including Windows cp1252.","Empty org: zero changes, zero repos (renders '(none)'), zero findings (renders 'none surfaced by the current checks') - report still produces all four sections plus an intact-chain line for an empty chain. || More than 50 findings: only the first 50 are rendered in '### Detail' (s['findings'][:50]) while the per-severity counts above reflect all findings via severity_counts - truncation is announced via '(showing first 50 of N)', not silent. || A change with a null/empty agent is bucketed under 'unknown' in by_agent before sorting.",GREEN,tests/test_governance_report.py; tests/test_governance_ingest.py::test_org_report_rolls_up,"Severity count lines come from store.severity_counts(org) (key 'sev'), while the detail list and total come from store.findings(org); the two can diverge if a severity is present in counts but its findings fall outside the first-50 slice."
RPT-2,Governance reporting,product,Org summary (machine-readable JSON rollup),governance/report.py:org_summary,"As a platform operator, I want a JSON-able summary object of an org's changes, agents, severities, findings, and chain status, so that I can feed governance state into dashboards, alerting, or downstream tooling programmatically.","org_summary(store, chain, org) returns a dict with exactly these keys: 'org' (the org string echoed back), 'changes' (int count = len(store.changes(org))), 'repos' (a sorted, de-duplicated list built from a set comprehension {c['repo'] for c in changes}), 'by_agent' (dict mapping agent->int change count, with a null/empty agent coalesced to 'unknown'), 'severity_counts' (passthrough of store.severity_counts(org)), 'findings' (passthrough list of store.findings(org), full, not truncated), and 'chain' (passthrough of chain.verify(org)). It performs no I/O of its own beyond the store/chain calls and is the single source feeding org_report(); the agent-count loop initializes missing keys via by_agent.get(a, 0) + 1.","Empty org: 'changes'=0, 'repos'=[], 'by_agent'={}, 'findings'=[], and 'chain' reflects an empty-but-valid chain. || Multiple changes whose 'agent' field is None all collapse into a single 'unknown' bucket rather than separate entries. || 'repos' is sorted and unique even when many changes share repos or arrive out of order, so the list is deterministic regardless of insertion order.",GREEN,tests/test_governance_report.py::test_org_summary_contract_keys_repos_and_agent_coalescing,"'findings' here is the FULL list (unlike report.py detail's [:50] slice and dashboard's [:100] slice); consumers needing every finding should read org_summary, not the rendered markdown. The exact key set, sorted+deduped repos, and agent=None -> by_agent['unknown'] coalescing are asserted directly by the contract test."
RPT-3,Governance dashboard,product,Self-contained HTML governance dashboard render,governance/dashboard.py:render_dashboard,"As an org security lead, I want a self-contained HTML dashboard of agent activity and risk that opens in any browser, so that I can share a visual governance snapshot with stakeholders without standing up a server or external assets.","render_dashboard(store, chain, org) calls dashboard_data() and returns one complete HTML document string rendered as a VERIFICATION INSTRUMENT (the dashboard redesign, dashboard.py module docstring): a verdict chip (SIGNED / KEYLESS / BROKEN tri-state); the standing coverage-honesty disclaimer ('absence of a finding is not proof of safety') rendered BEFORE any numbers; a coverage panel as the hero - every check in the CHECKS registry shown fired-vs-quiet ('N of TOTAL', registry imported from checks.py), with out-of-registry findings excluded from the denominator and surfaced as off-registry chips; an on-screen audit ledger of the actual chain rows from store.chain_rows(org) (seq plus truncated-mono prev_hash/entry_hash, linkage re-walk mirroring chain.verify's broken_at, rows after a break rendered 'void after break'); a per-entry canonical-payload recompute block demonstrating the payload carries no snippet (redaction holds); a traceability drill path (change -> findings -> chain seq, see RPT-6); per-finding two-signal reasoning + framework/clause/URL citation + redacted evidence + fix hint; a keyed 'LIVE' vs 'dormant: no DLE_CHAIN_KEY' contrast; and a Limits section. dashboard_data keeps all prior keys and ADDS chain_rows and coverage (plus per-change groups); the findings render is capped at 100 with a visible 'Showing the first 100 of N' cap note. All dynamic values are escaped via _esc, and hrefs are gated to http(s) by _safe_href (javascript: URLs neutralized).","Empty org: the coverage panel shows every registry check quiet, the ledger is empty, the verdict reflects the keyless/signed mode, and the disclaimer still renders before any numbers. || A finding whose check_id is not in the CHECKS registry is excluded from the coverage denominator and shown as an off-registry chip rather than silently inflating coverage. || Rows recorded after a chain break render 'void after break' instead of a green link; malicious content in org/snippet/reason is neutralized by _esc and javascript: hrefs by _safe_href.",GREEN,tests/test_governance_dashboard.py,dashboard_data exposes chain_rows/coverage for JSON consumers. The render is self-contained except an optional Google-Fonts (IBM Plex) stylesheet link that degrades to system fonts - 'no external assets' no longer strictly holds. Coverage-denominator honesty and the honesty strings are test-proven; look-and-feel remains USER-VERIFY per the plan.
RPT-4,Compliance mapping,product,Compliance posture report with control-coverage count,governance/compliance.py:compliance_report,"As a compliance officer, I want a report mapping our governance posture to cited control families with a count of distinct control areas covered, so that I can present framework-grounded evidence (CIS v8, NIST CSF/SSDF, plus finding-cited frameworks) during an audit.","compliance_report(store, chain, org) calls compliance_data() and returns a newline-joined ASCII markdown string. compliance_data builds 'control_areas' by counting findings per f['framework'] (missing coalesced to '(ungrounded)') with each framework's URL, ordered by Counter.most_common(); 'mechanism_controls' from the 20 static MECHANISM_CONTROLS entries (compliance.py:50-71) spanning 10 cited frameworks resolved through COMPLIANCE_FRAMEWORKS (compliance.py:35-46: CIS v8, NIST CSF 2.0, NIST SSDF, SOC 2 TSC, FDA Part 11, ISO/IEC 27001, ISO/IEC 42001, GDPR, EU AI Act, NIST AI RMF); and 'control_coverage' = len of the set union of _canonical_framework-normalized tokens from finding-cited framework labels and mechanism framework ids (compliance.py:92-129), so a framework cited both as a finding label and a mechanism id (e.g. GDPR) counts ONCE. The report renders: H1 title; a blockquote disclaimer ('governance evidence, not a compliance certification'); a Scope line with the distinct-control-coverage count; the control-areas section (or '- no findings (no control gaps surfaced by the current checks)'); the mechanism-controls section; an Audit-trail integrity section that forks signed/keyless (HMAC-signed wording vs 'set DLE_CHAIN_KEY') or BROKEN (compliance.py:170-176); and the Pending section. Only mappings backed by a verified citation are asserted.","Zero findings: control_areas is empty so the section prints the 'no control gaps surfaced' line, yet control_coverage is still non-zero because the 10 mechanism frameworks seed the covered set. || Findings missing a 'framework' key are bucketed under '(ungrounded)' and counted as a distinct area with a non-authoritative label. || A finding framework label that overlaps a mechanism framework is deduped through _canonical_framework so it counts once (test_control_coverage_does_not_double_count_gdpr_id_vs_name) - coverage counts distinct canonical frameworks, not finding volume.",GREEN,tests/test_governance_compliance.py,"control_coverage is a distinct-canonical-framework count via the _CROSS_NAMESPACE_REGIME/_canonical_framework normalization (compliance.py:92-129), NOT a sum of findings; a broken chain flips the integrity section to 'evidence integrity COMPROMISED' but does not change the coverage count. ISO provenance is honestly worded: two ISO ids are cross-checked, not primary (iso.org blocks automated fetch; compliance.py:26-34)."
RPT-5,Compliance mapping,product,Pending-regimes honesty line,governance/compliance.py:compliance_report (PENDING_REGIMES section),"As an auditor/regulator, I want the compliance report to explicitly list regulatory regimes that are NOT yet asserted because they lack a verified control-catalog mapping, so that I can trust the asserted mappings are real and see exactly which broader regimes remain unproven.","compliance_data returns 'pending_regimes' = list(PENDING_REGIMES) - now SIX static honesty entries (compliance.py:74-81) describing what remains org-level or out-of-scope. The four broad regimes formerly listed here (SOC 2 change management, EU AI Act record-keeping, 21 CFR Part 11, ISO/IEC 27001 A.8.15) were PROMOTED clause-level into MECHANISM_CONTROLS via the verified citation catalog (see NEW-5: e.g. soc2-tsc CC7.1, eu-ai-act Art. 12, fda-part11 11.10(e), iso-42001 A.6.2.8); only their non-evidenced residue stays pending, alongside entries for EU AI Act high-risk scoping / management-system obligations, Part 11 signatures/validation, SOC 2 org-level controls, ISO management-system clauses, 'US AI law: NOT in scope', and the append-only-vs-erasure tension. compliance_report renders the Pending section iterating pending_regimes one line each (compliance.py:181-183). This enforces the anti-citation-theater discipline: what this layer cannot evidence is surfaced honestly rather than silently omitted or over-claimed.","The pending list is static and org-independent: it renders identically (all six entries) regardless of the org's changes, findings, or cited frameworks. || Promotion out of pending happened via the verified citation catalog (NEW-5); what remains pending is genuinely non-assertable by this layer (org-level residuals, out-of-scope regimes, the append-only-vs-GDPR-erasure tension) - finding-level citations alone never promote a regime. || The honesty section always renders (the tuple is never empty), so a reader can never mistake silence for full coverage of these regimes.",GREEN,tests/test_governance_compliance.py,"PENDING_REGIMES is defined at compliance.py:74-81; promotion out of pending is a deliberate, citation-gated action per the module docstring and the CLAUDE.md rule 'unverified regimes stay in PENDING_REGIMES'."
IFC-1,CLI / ingest,product,CLI ingest (record + scan a change into the audit trail),governance/cli.py:_cmd_ingest (lines 34-41); wiring in build_parser (lines 98-102),"As an org security lead, I want to record every code change with its author and originating agent and have it scanned and committed to the tamper-evident trail, so that I have a single durable system-of-record for who/what changed code and what safety findings it triggered.","`dle-govern ingest --org ORG --repo REPO --diff-file PATH [--author A] [--agent G] [--sha S]` opens the store + GovernanceChain via _open(args.db), reads the unified diff (file path, or '-' for stdin via _read_diff), builds an Attribution(author=args.author or 'unknown', agent=args.agent or 'human'), and calls ingest_change(store, chain, org, repo, diff, attr, sha=sha). It prints the result dict as indented JSON with the 'findings' key stripped out (so change_id, n_findings, chain_seq, files, etc. are shown), then prints each finding on its own line as `  [SEVERITY] check_id  file:line  | framework`. Exits 0 on any successful ingest regardless of findings (non-gating); a missing/unreadable --diff-file exits nonzero via a clean one-line SystemExit message from _read_diff (cli.py:32-41; no traceback, and diff files are read with errors='replace' so non-UTF-8 bytes never crash the read), and a blank/invisible/|-containing --org fails with ValueError from _tenant_key inside ingest_change before any DB write. DB path defaults to DLE_GOV_DB env or '.governance/governance.db'.","--author / --agent omitted: attribution defaults to author='unknown', agent='human' rather than erroring, so a human commit and an unlabeled agent commit are still recorded. || --diff-file '-' reads the entire diff from stdin (CI piping a git diff) instead of a file path. || A clean diff with zero findings still records a change and advances the chain; the findings loop simply prints nothing and exit stays 0. || Missing/unreadable --diff-file: clean nonzero exit with no traceback (test_cli_missing_diff_file_clean_nonzero_exit).",GREEN,tests/test_governance_cli.py,ingest is the write path and is deliberately non-gating (exit 0); the gating sibling is `scan` (IFC-2). stdout/stderr are reconfigured to UTF-8 in main() so scanned non-ASCII content never crashes a cp1252 console.
IFC-2,CLI / scan (CI gate),product,"CLI scan as a CI gate (non-zero exit on HIGH/CRITICAL, no DB write)",governance/cli.py:_cmd_scan (lines 44-52); wiring in build_parser (lines 104-105),"As a developer, I want a dry safety scan of my diff that fails the build only when a HIGH or CRITICAL issue is present, so that I get a fast pre-merge gate without polluting the org's audit trail on every local run.","`dle-govern scan --diff-file PATH` reads the diff (file or '-' stdin), iterates parse_diff(diff) to get (path, added_lines) tuples, and extends a findings list with scan_lines(path, added) per file. It does NOT open the store or chain and writes nothing to the DB. For each finding it prints `[SEVERITY] check_id  file:line  | framework` and a second line `    fix: <fix_hint>`, then prints `\n{N} finding(s)`. Exit code is 1 if any finding has severity in ('CRITICAL','HIGH'), else 0  -  making it usable directly as a CI gate / git pre-push hook.","Only MEDIUM/LOW (or informational) findings present: they are printed but exit code stays 0, so the build is not blocked. || Empty or non-diff input: parse_diff yields no added lines, '0 finding(s)' is printed, exit 0. || scan never touches the store, so it is safe to run on a developer laptop with no .governance DB and produces no chain mutation. || A missing/unreadable --diff-file exits nonzero with a clean one-line error via the shared _read_diff helper (test_cli_missing_diff_file_clean_nonzero_exit), not a traceback.",GREEN,tests/test_governance_cli.py,This is the only command whose exit code encodes a pass/fail gate decision; contrast with verify-chain (IFC-4) which gates on chain integrity. The HIGH/CRITICAL threshold is hardcoded in the exit expression on line 52.
IFC-3,CLI / report,product,CLI org governance report (human text or JSON summary),governance/cli.py:_cmd_report (lines 55-61); wiring in build_parser (lines 107-109),"As a compliance officer, I want an at-a-glance governance report for an organization in either human-readable text or machine-readable JSON, so that I can review posture interactively or pipe the summary into downstream dashboards and tooling.","`dle-govern report --org ORG [--json]` opens store + chain via _open(args.db). Without --json it prints org_report(store, chain, org) (a formatted text report). With --json it prints json.dumps(org_summary(store, chain, org), indent=2, default=str)  -  default=str ensures datetimes/non-native types serialize cleanly. Always exits 0. Reads only; no mutation of the store or chain.",--org for an org with no ingested changes still returns a (presumably empty/zeroed) report rather than erroring. || --json path uses default=str so timestamp/objects in the summary don't raise a TypeError during serialization. || Report reflects whatever is currently in the DB at DLE_GOV_DB; pointing --db at a different file produces a different org view.,GREEN,tests/test_governance_cli.py,Two render paths share one data source: org_report (text) vs org_summary (dict->JSON). Mirrors the server's GET /report (text-only) endpoint in IFC-7.
IFC-4,CLI / verify-chain,product,CLI verify-chain (tamper-evident audit chain integrity gate),governance/cli.py:_cmd_verify_chain (lines 64-68); wiring in build_parser (lines 111-112),"As an auditor/regulator, I want to independently verify that an organization's governance audit chain has not been altered, with a non-zero exit when the chain is broken, so that I can trust the record as evidence and wire integrity checks into automated monitoring.","`dle-govern verify-chain --org ORG` opens store + chain and calls chain.verify(org), which returns a result dict containing at least an 'ok' boolean. It prints the full result as indented JSON and returns exit code 0 if res['ok'] is True, else 1. A broken/altered chain therefore both surfaces detail in the JSON and fails the command, so CI or a cron monitor can alarm on it. The result JSON includes signed:true/false; in keyless mode the command prints a stderr warning that keyless verification only catches accidental edits and DLE_CHAIN_KEY should be set (cli.py:74-81). Broken-chain reasons include the anchor family: missing signed anchor / anchor signature invalid / chain truncated or rolled back (chain.py:121-127).","Empty chain (org with no changes yet): verify is expected to return ok=True (a trivially intact empty chain) and exit 0. || Any post-hoc edit to a recorded row breaks the hash linkage -> ok=False -> exit 1, which is the intended tamper alarm. || The JSON body carries the diagnostic detail (e.g. which sequence broke), so the non-zero exit is actionable rather than opaque. || Truncation/rollback of the chain tail is caught via the signed anchor (reason: 'chain truncated or rolled back'), not just per-row hashing.",GREEN,tests/test_governance_cli.py,This is the integrity counterpart to scan's safety gate (IFC-2). DEPLOY.md frames it as the canonical way to prove the SQLite audit trail is untampered; the dashboard also surfaces a chain banner from the same chain.verify.
IFC-5,CLI / dashboard,product,CLI dashboard (self-contained HTML governance dashboard for an org),governance/cli.py:_cmd_dashboard (lines 71-80); wiring in build_parser (lines 114-117),"As an org security lead, I want to generate a single self-contained HTML dashboard summarizing an org's governance posture and chain integrity, so that I can share a portable artifact with stakeholders who don't have CLI access.","`dle-govern dashboard --org ORG [--out FILE]` lazily imports render_dashboard from .dashboard, opens store + chain, and builds doc = render_dashboard(store, chain, org) (a self-contained HTML string). If --out is given it writes the HTML to that path (UTF-8) and prints `wrote {len(doc)} bytes to {out}`; otherwise it prints the HTML to stdout. Always exits 0. The dashboard reflects the org's findings/posture plus a chain-integrity banner derived from the same chain verification.","No --out: full HTML is streamed to stdout, suitable for piping/redirecting to a file or serving. || --out path's parent directory must exist; Path.write_text will raise if the directory is missing. || render_dashboard is imported lazily inside the handler, so the dashboard module is only loaded when this subcommand runs (keeps other CLI paths light).",GREEN,tests/test_governance_cli.py,"Same render_dashboard backs the server's GET /dashboard?org=ORG (IFC-7), so CLI-generated and webhook-served dashboards are byte-identical for the same DB state."
IFC-6,CLI / compliance,product,CLI compliance (map org posture to cited control families; text or JSON),governance/cli.py:_cmd_compliance (lines 83-90); wiring in build_parser (lines 119-121),"As a compliance officer, I want the org's governance posture mapped onto cited control families in text or JSON, so that I can demonstrate which regulatory controls are covered and export the mapping into a GRC system.","`dle-govern compliance --org ORG [--json]` lazily imports compliance_data and compliance_report from .compliance and opens store + chain. With --json it prints json.dumps(compliance_data(store, chain, org), indent=2, default=str); without --json it prints compliance_report(store, chain, org) (text). Always exits 0; read-only. Per the project rule, only cited/verified control mappings ship  -  unverified regimes stay in PENDING_REGIMES and are not presented as covered.","--json uses default=str so any dates/objects in the compliance data serialize without error. || Org with no changes: mapping is produced over an empty posture rather than erroring. || Mappings are grounded/cited only  -  uncited or PENDING regimes are excluded by design, so the report never overstates coverage.",GREEN,tests/test_governance_cli.py,Text vs JSON mirror the report command's dual-render pattern. compliance_report also backs the server's GET /compliance?org=ORG (IFC-7).
IFC-7,Webhook server / Docker,product,"Webhook server endpoints (POST /ingest, GET /healthz|/dashboard|/report|/compliance) with X-DLE-Token auth, containerized via Docker","governance/server.py:_GovHandler.do_POST (lines 88-118), do_GET (lines 70-86), _auth_ok (lines 45-49), make_server (lines 121-125), run (lines 128-141); reference-impl/Dockerfile; governance/DEPLOY.md","As a platform operator, I want to self-host a dependency-light webhook that any agent's or human's CI can POST diffs to, gated by a shared-token header and deployable as a single Docker container, so that I can centralize governance ingestion behind TLS without standing up heavy infrastructure.","A stdlib-only ThreadingHTTPServer (http.server, no third-party deps) serves: POST /ingest accepting JSON {org, repo, diff, author?, agent?, sha?}  -  it enforces a 5 MB body cap (MAX_BODY, 413 on overflow), 400s on invalid JSON or any missing required field among (org, repo, diff), then calls ingest_change with Attribution(author or 'unknown', agent or 'human') and returns 200 with {change_id, n_findings, chain_seq, files, findings:[{check_id, severity, file, line, framework}]}. GET /healthz returns {'ok': true, 'service': 'dle-govern'}; GET /dashboard|/report|/compliance require ?org= (400 if absent) and return HTML / text/plain via render_dashboard / org_report / compliance_report respectively; unknown paths return 404. Auth: _auth_ok is OFF when no token is configured; if DLE_GOV_TOKEN (passed as cfg['token']) is set, EVERY GET and POST must send a matching X-DLE-Token header or receive 401 before any work is done. make_server(db, token, host, port) builds (port=0 picks an ephemeral port for tests); run() reads DLE_GOV_HOST/PORT/TOKEN from env and serves forever. The Dockerfile (python:3.12-slim) pip-installs the package, sets DLE_GOV_DB=/data/governance.db on a VOLUME, binds DLE_GOV_HOST=0.0.0.0 DLE_GOV_PORT=8765, EXPOSEs 8765, and runs `python -m dual_log_engine.governance.server`; DEPLOY.md instructs operators to set DLE_GOV_TOKEN and terminate TLS in front (the server speaks plain HTTP). Hardening (all tested in tests/test_governance_server.py): auth uses a constant-time hmac.compare_digest token comparison (server.py:64); the Server header is hardened (server_version='dle-govern', sys_version='' - no Python-build banner); the POST validation ladder is: bad/negative Content-Length -> 400, body over 5MB -> 413, invalid JSON -> 400, non-dict JSON body -> 400, missing org/repo/diff -> 400, non-string org/repo/diff -> 400 'fields must be strings', blank/zero-width org or repo -> 400 (via _blank, matching the store's _tenant_key condition), ingest ValueError -> 400, any other exception -> 500 with no traceback leaked; GET applies the same blank-org 400 / ValueError 400 / 500-no-trace fallback.","DLE_GOV_TOKEN unset -> auth OFF: every request is accepted (run() banner prints 'auth OFF'); intended for local use only, and DEPLOY.md warns to set the token and front it with TLS in production. || POST body over 5 MB returns 413 'payload too large' before parsing; malformed JSON or missing org/repo/diff returns 400 with an explicit message. || Single-writer assumption (SQLite WAL only)  -  pointing two server instances at the same DB file is unsupported per DEPLOY.md; the audit DB must live on the persisted /data volume so container restarts don't lose the trail.",GREEN,tests/test_governance_server.py,"Endpoints reuse the exact CLI render functions (render_dashboard, org_report, compliance_report, ingest_change), so webhook output matches CLI output for the same store. Auth check runs first in both do_GET and do_POST, so unauthorized callers can't even reach the org/field validation. log_message is silenced by default. Cross-ref SEC-9 (webhook input validation + Server-banner hardening)."
ENG-1,Memory Engine / Capture,heritage,O(1) trace capture on the hot path,engine.py:MemoryEngine.capture (lines 72-80); store.py:SqliteStore.add_trace (lines 177-181),"As a developer, I want every tool invocation recorded with a single fast write so that capturing my agent's activity never slows down or blocks my coding session.","MemoryEngine.capture(tenant_id, repo_id, agent_run_id, text, trace_id=None) performs exactly one indexed INSERT into the episodic table via store.add_trace (no graph load, no LLM, no full rewrite). It auto-generates a trace_id of f'{agent_run_id}-{time.time_ns()}' when none is passed, stamps ts=time.time(), commits, and returns {'buffered': <int>} where the count comes from store.buffer_count(tenant_id, repo_id) scoped by (tenant_id, repo_id). Distillation is deliberately NOT on this path.","Two captures within the same agent_run_id in the same nanosecond are theoretically possible but time_ns() resolution makes collisions extremely unlikely; trace_id is not a uniqueness-enforced column (episodic PK is the autoincrement id), so even a duplicate trace_id inserts a distinct row rather than raising. || Empty text is still inserted (text column is NOT NULL but '' is allowed), so a no-op tool call still increments the buffer count. || Concurrent captures from hooks + MCP + daemon share the same WAL .db file; busy_timeout=5000 absorbs lock contention rather than failing.",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),Hot path is intentionally one indexed write; heavy distillation work is pushed off this path to the daemon.
ENG-2,Memory Engine / Distillation,heritage,Background distillation of overdue traces (distill_due),engine.py:MemoryEngine.distill_due (lines 97-109) and MemoryEngine._distill (lines 84-95); store.py:SqliteStore.due_traces (lines 194-204) and groups_with_traces (lines 212-214),"As a platform operator, I want the daemon to sweep overdue episodic traces into the durable graph on each tick so that the raw buffer stays small and the permanent record builds up without operator intervention.","distill_due(tenant_id=None, repo_id=None) is the daemon's per-tick job. With both ids it processes just [(tenant_id, repo_id)]; otherwise it enumerates store.groups_with_traces() (DISTINCT tenant_id, repo_id over episodic). For each group it calls store.due_traces(t, r, max_traces, max_age_seconds) which returns traces older than (now - max_age_seconds) OR beyond the most-recent max_traces (default 20 / 48h). Non-empty due sets are passed to _distill, which wraps rows as EpisodicTrace, calls worker.distill, then store.delete_traces([t['id']...]) to remove the raw rows, then await refresh_cache. Returns {'groups': <count touched>, 'distilled': <sum of len(entities)+len(relations)>}.","No groups with traces -> loops zero times, returns {'groups': 0, 'distilled': 0}. || A group whose traces are all within the recency/age window has due=[] and is skipped (touched not incremented), so steady low-volume repos never distill until they cross a threshold. || If distillation yields zero entities/relations, delete_traces still runs (raw rows removed) so traces are not re-distilled forever; 'distilled' stays 0 for that group.",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),_distill deletes raw rows AFTER worker.distill succeeds and always refreshes the cache.
ENG-3,Memory Engine / Distillation,heritage,Force-distill the entire buffer (flush),engine.py:MemoryEngine.flush (lines 111-115) and _distill (lines 84-95); store.py:SqliteStore.group_traces (lines 188-192),"As a developer, I want to force the whole remaining buffer for my repo to be distilled at session end so that nothing I just did is lost if no daemon is running.","flush(tenant_id, repo_id) reads store.group_traces(tenant_id, repo_id)  -  the group's ENTIRE current buffer ordered by (ts ASC, id ASC), ignoring the recency/age thresholds used by distill_due  -  and passes all of it to _distill. _distill wraps traces, calls worker.distill, deletes the raw rows, and refreshes the cache. Returns {'flushed': len(traces), 'distilled': <entities+relations count>}. This is the session-end fallback (wired to the Stop hook).","Empty buffer -> group_traces returns [], _distill short-circuits to 0 (the 'if not traces: return 0' guard), result is {'flushed': 0, 'distilled': 0} and no cache refresh-bearing distill runs. || Called concurrently with the daemon distilling the same group, the second deletion of already-removed ids is harmless (delete_traces is idempotent by id). || Flush distills traces that are still 'recent' (would not yet be due), intentionally promoting fresh activity at session boundary.",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),Differs from distill_due by ignoring thresholds  -  it always takes the full buffer.
ENG-4,Memory Engine / Retrieval,heritage,Dual-level RAG query (LOW / HIGH / HYBRID),engine.py:MemoryEngine.query (lines 125-128); rag.py:dual_level_rag_query (lines 67-85) and CompiledContext (lines 33-64); store.py:SqliteStore.fetch (lines 141-161),"As an auditor/regulator, I want to retrieve a repo's distilled memory at a chosen abstraction tier so that I can inspect either pinpoint operational findings (LOW), systemic principles (HIGH), or both (HYBRID).","MemoryEngine.query(tenant_id, repo_id, query, mode='HYBRID') delegates to dual_level_rag_query, which validates mode against {'LOW','HIGH','HYBRID'} (raises ValueError on anything else) and maps it via _MODE_TO_LEVEL: 'LOW'->level 'LOW', 'HIGH'->level 'HIGH', 'HYBRID'->None (both tiers). It calls store.fetch(tenant_id, repo_id, level)  -  an indexed predicate filter over (tenant_id, repo_id, level) returning only matching rows  -  and returns a CompiledContext(mode, query, tenant_id, repo_id, entities, relations). CompiledContext.to_prompt() renders an '# Retrieved memory context' block with '## Entities' bullets ([level] name (type): description) and '## Relations' bullets ([level] (Nx) source -rel-> target: description); .token_estimate runs estimate_tokens over that render.","Unknown mode (e.g. 'MEDIUM') raises ValueError('unknown mode ...; expected LOW, HIGH, or HYBRID') before touching the store. || A tenant/repo with no rows returns a CompiledContext with empty entities/relations; to_prompt() still emits the header/section scaffolding but no '- ' bullets (used downstream as the 'no content' signal). || Tenant/repo isolation is enforced in SQL  -  fetch never returns another tenant's rows even though the table is shared.",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),async because this is the seam where a real embedding-retrieval step would slot in; HYBRID is level=None (no level filter).
